id,sample,label 
1974,jakie s¹ prawa i obowi¹zki klienta na przes³uchaniu w charakterze œwiadka,prawo karne
1975,czy zmiana maszynisty w pracy mo¿e trwaæ d³u¿ej ni¿  godzin,prawo pracy
1976,czy klientka mo¿e odst¹piæ od kredytu konsumenckiego zawartego przy sprzeda¿y na raty,prawo administracyjne
1977,na jakich drukach nale¿y wystawiaæ recepty pro auctore i pro familiae od  lipca  r na leki refundowane i nierefundowane,prawo farmaceutyczne
1978,w jaki sposób mo¿na obecnie najszybciej przeprowadziæ postêpowanie spadkowe,prawo cywilne
1979,jakie s¹ prawa i obowi¹zki klienta w zwi¹zku z wezwaniem do stawiennictwa na przes³uchanie w charakterze podejrzanego,prawo karne
1980,co mo¿e zrobiæ klientka w przedmiotowej sprawie,prawo medyczne
1981,jakie s¹ prawa i obowi¹zki klientki na przes³uchaniu w charakterze œwiadka czy klientka jest zobowi¹zana do zachowania tajemnicy zawodowej,prawo karne
1982,czy istnieje formalny wzór zaœwiadczenia o zwolnieniu z obowi¹zku noszenia maseczki czy funkcjonuje katalog chorób które predysponuj¹ do wystawienia zaœwiadczeniao zwolnieniu z obowi¹zku noszenia maseczki przez lekarza,prawo medyczne
1983,czy nfz powinien udzieliæ informacji których ¿¹da klientka,prawo administracyjne
1984,czy zgoda na wysy³anie wszelkiej dokumentacji od zarz¹dcy wspólnoty mieszkaniowej do w³aœcicieli lokali musi byæ udzielona w formie aktu notarialnego,prawo cywilne
1985,czy w³aœcicielka domu mog³a si³¹ doprowadziæ do opuszczenia domu przez wuja klientki,prawo karne
1986,czy i w jakiej wysokoœci spadkobiercom wykluczonym z dziedziczenia na skutek testamentu nale¿y siê zachowek jak wyegzekwowaæ zap³atê zachowku od spadkobiercy testamentowego,prawo cywilne
1987,po jakim czasie klient powinien usuwaæ dane osobowe klientów ze strony jeœli data automatycznego usuwania danych ze strony zostanie okreœlona na okres  lat to okres ten nale¿y liczyæ od daty za³o¿enia konta czy daty ostatniej aktywnoœci klienta,prawo administracyjne
1988,czy klient mo¿e elektronicznie podpisaæ dokumentacje medyczn¹ je¿eli wyœwietla siê komunikat ¿e ta jest niezgodna ze standardem hl cda,prawo medyczne
1989,czy w przypadku chêci dokonania remontu gara¿u nale¿¹cego do spó³dzielni mieszkaniowej konieczne jest uzyskanie zgody spó³dzielni,prawo cywilne
1990,czy klientka która jest psychoterapeut¹ mo¿e zostaæ zwolniona z tajemnicy zawodowej przez s¹d w postêpowaniu cywilnym czy istnieje mo¿liwoœæ nieujawnienia adresu zamieszkania klientki podczas rozprawy,prawo medyczne
1991,czy rowerzysta mo¿e jeŸdziæ po chodniku co dzieje siê w przypadku nieprzyjêcia mandatu przez kierowcê samochodu,prawo administracyjne
1992,czy w przypadku erecepty na produkty lecznicze z importu docelowego po przekroczeniu  dni od wystawienia recepty wydaje siê iloœæ produktu pomniejszon¹ o miniony okres,prawo farmaceutyczne
1993,jakie sankcje gro¿¹ szesnastolatkowi w zwi¹zku z posiadaniem niewielkiej iloœci narkotyku pope³nieniem czynu karalnego w jaki sposób mo¿e broniæ siê szesnastolatek aby wymiar sankcji by³ jak najni¿szy czy i kiedy szesnastolatek mo¿e wnosiæ o przes³uchanie œwiadków czy nale¿y wskazywaæ na okolicznoœci które nie zosta³y uwzglêdnione przez policjê w aktach czy i kiedy mo¿na z³o¿yæ wniosek o  zatarcie skazania czy rodzic mo¿e byæ jako obroñca dziecka czy nale¿y zatrudniæ adwokata przy takiej sprawie,prawo karne
1994,czy przepisy prawa przewiduj¹ ilu specjalistów neurologii musi zatrudniaæ szpital wykonuj¹cy œwiadczenia finansowane przez nfz na oddziale neurologicznym,prawo medyczne
1995,jak¹ iloœæ leku mo¿e wydaæ klientka na podstawie tak wystawionej recepty,prawo farmaceutyczne
1996,jak kszta³tuje siê odpowiedzialnoœæ kierownika apteki w przypadku wydania leku z b³êdn¹ refundacj¹,prawo medyczne
1997,czy klientka mo¿e ¿¹daæ od spó³dzielni mieszkaniowej odszkodowania za zalanie kuchni wskutek nieszczelnoœci dachu na jakiej podstawie ubezpieczyciel mo¿e stwierdziæ ¿e mia³a miejsce klêska ¿ywio³owa,prawo administracyjne
1998,czy klientka mo¿e zrezygnowaæ z odbywania szkolenia specjalizacyjnego w ramach rezydentury czy przedmiotowa rezygnacja mo¿e nieœæ za sob¹ negatywne skutki dla lekarza rezydenta,prawo medyczne
1999,czy w przypadku wystawienia przez lekarza b³êdnej elektronicznej recepty ze  odp³atnoœci¹ podczas gdy jest to lek refundowany pacjent mo¿e uzyskaæ refundacjê leku po okazaniu decyzji w aptece czy pacjent powinien udaæ siê do lekarza po now¹ receptê,prawo farmaceutyczne
2000,co mo¿e zrobiæ klientka w zwi¹zku z zachowaniem kierownika specjalizacji jak zbieraæ dowody aby udowodniæ przejawy mobbingu,prawo pracy
2001,co nale¿y zrobiæ w przedstawionych okolicznoœciach czy klient powinien udostêpniæ ¿onie zmar³ego pacjenta dokumentacje medyczn¹,prawo medyczne
2002,czy klientka mo¿e jednoczeœnie zmieniæ miejsce wykonywania specjalizacji i spróbowaæ dostaæ siê na specjalizacjê z dermatologii,prawo medyczne
2003,czy klientka mo¿e udaæ siê na urlop,prawo farmaceutyczne
2004,czy syn klienta powinien uiœciæ mandat,inne
2005,czy ojciec klientki mo¿e jej przekazaæ odziedziczon¹ dzia³kê roln¹,prawo administracyjne
2006,czy w przypadku zajœcia w ci¹¿ê w trakcie okresu pracy wskazanego w umowie klientka po powrocie bêdzie musia³a dokoñczyæ wymagany rok pracy w szpitalu czy przedmiotowa umowa jest dla klientki gwarancj¹ ¿e pracodawca przed³u¿y umowê o prace w przypadku zajœcia przez ni¹ w ci¹¿ê,prawo pracy
2007,czy pracodawca mia³ prawo odwo³aæ klienta z urlopu w celu wykonania badañ okresowych czy za dzieñ w którym odbêd¹ siê badania klientowi nale¿y siê ekwiwalent pieniê¿ny,prawo pracy
2008,czy w przypadku wypisania na recepcie pe³nop³atnej leku dostêpnego bez recepty klient mo¿e wydaæ jako zamiennik lek dostêpny na receptê jeœli spe³nia wszystkie kryteria zamiennika dotycz¹ce postaci dawki i liczby dawek,prawo farmaceutyczne
2009,czy osob¹ szczepi¹c¹ w aptece mo¿e byæ tylko i wy³¹cznie farmaceuta zatrudniony w aptece,prawo medyczne
2010,w jaki sposób farmaceuta mo¿e dochodziæ swoich praw w przypadku gdyby jego pracodawca przymusza³ go do wykonania okreœlonych czynnoœci zawodowych,prawo farmaceutyczne
2011,w jakim terminie od rozpoczêcia nowej pracy klientka mo¿e otrzymaæ urlop wypoczynkowy,prawo pracy
2012,czy trzeba osobno przetrzymywaæ tzw recepty farmaceutyczne w aptece,prawo farmaceutyczne
2013,w jaki sposób powinien zachowaæ siê klient w zwi¹zku z dorêczonym mu aneksem do umowy,inne
2014,czy klientka bêd¹c farmaceut¹ klinicznym w jednym szpitalu zatrudniona na pe³ny etat mo¿e byæ jednoczeœnie zatrudniona na pe³ny etat w innym szpitalu jako kierownik dzia³u farmacji równie¿ na pe³ny etat,prawo farmaceutyczne
2015,co mo¿e zrobiæ kobieta wobec swojego mê¿a który stosuje wobec niej przemoc psychiczn¹ i fizyczn¹ jakie kary mog¹ spotkaæ osobê stosuj¹c¹ przemoc w rodzinie wobec ¿ony,prawo karne
2016,które pañstwo bêdzie wyp³aca³o i oblicza³o œwiadczenie emerytalne pracownikowi klientki je¿eli w latach  r r pracowa³ w wielkiej brytanii a obecnie pracuje w polsce i jest obywatelem wielkiej brytanii jak bêdzie wygl¹da³ ten proces,inne
2017,czy klientka jako farmaceuta mo¿e sama sporz¹dziæ opis techniczny apteki ogólnodostêpnej czy klientka potrzebuje odrêbnej opinii od pañstwowej inspekcji sanitarnej oraz rzeczoznawcy od zabezpieczeñ przeciwpo¿arowych skoro takie opinie zosta³y wydane w stosunku do ca³ego budynku,prawo farmaceutyczne
2018,czy hurtownia farmaceutyczna mo¿e wystawiæ fakturê na nip spó³ki cywilnej,prawo farmaceutyczne
2019,jak powinno siê kszta³towaæ wynagrodzenie osób zatrudnionych przez klientkê w jej podmiocie leczniczym,prawo medyczne
2020,czy dopuszczalnym jest aby na jedno zapotrzebowanie hurtowni farmaceutycznej przypada³o kilka faktur sprzeda¿y czy w razie niezrealizowania b¹dŸ czêœciowego zrealizowania zapotrzebowania hurtowni farmaceutycznej dostawca powinien przedstawiæ odmowê realizacji w formie pisemnej je¿eli odpowiedŸ na pytanie pierwsze jest twierdz¹ca to co nale¿y zrobiæ w przypadku nieotrzymania odmowy,prawo farmaceutyczne
2021,czy klient mo¿e odmówiæ odbycia dy¿uru w sobotê czy polecenie pracodawcy mo¿e zostaæ wydane tylko ustnie,prawo medyczne
2022,czy przepisy ustawy o zasadach ustalania minimalnego wynagrodzenia zasadniczego pracowników zatrudnionych w podmiotach leczniczych dotycz¹ równie¿ osób zatrudnionych na stanowisku sprz¹taczki,prawo medyczne
2023,ile wynosi okres wypowiedzenia w przedmiotowej sprawie,prawo pracy
2024,czy klientka zosta³a skutecznie zwolniona z obowi¹zku zachowania tajemnicy lekarskiej,prawo medyczne
2025,czy klientka mo¿e negocjowaæ pracê w wymiarze  lub  dni w tygodniu jakie za³¹czniki stanowi¹ integraln¹ czêœæ umowy czy szpital bêdzie móg³ zmieniæ miejsce wykonywania œwiadczeñ z pracowni na poradniê dlaczego w   pkt  umowy jest mowa o dniach roboczych je¿eli w materia³ach informacyjnych nie ma tego zapisu,prawo medyczne
2026,co mog¹ zrobiæ spadkobiercy aby sprzedaæ nieruchomoœæ nale¿¹c¹ do spadku je¿eli jeden ze spadkobierców po wezwaniu nie stawia siê na rozprawê,prawo cywilne
2027,czy klientka jest zobowi¹zana podaæ dane wskazane w rozporz¹dzeniu ministra zdrowia zmieniaj¹cym rozporz¹dzenie w sprawie ogólnych warunków umów o udzielanie œwiadczeñ opieki zdrowotnej z dnia  lipca  r,prawo medyczne
2028,czy farmaceuta dzia³aj¹cy w mediach spo³ecznoœciowych np instagram mo¿e promowaæ lub lokowaæ produkty konkretnych suplementów diety na swoich profilach,prawo farmaceutyczne
2029,co klientka powinna zrobiæ w przedmiotowej sprawie,inne
2030,jakie przepisy reguluj¹ po¿yczki spo³ecznoœciowe jakie s¹ maksymalne odsetki lub koszty pozaodsetkowe w umowie po¿yczki czy po¿yczka udzielona przez klienta mia³a charakter lichwy czy klientowi grozi odpowiedzialnoœæ karna,prawo karne
2031,czy urlop wychowawczy macierzyñski wypoczynkowy i niezdolnoœæ do pracy potwierdzona zwolnieniem lekarskim stanowi¹ przerwê w wykonywaniu zawodu farmaceuty,prawo farmaceutyczne
2032,czy w œwietle   pkt  umowy szpital bêdzie móg³ zakazaæ klientce pracy w innych miejscach w których klientka wykonuje te same us³ugi czy w myœl   pkt  umowy szpital bêdzie móg³ zmieniæ harmonogram pracy klientki jedynie za jej zgod¹ czy zgodnie z powy¿szym paragrafem szpital bêdzie móg³ wyznaczyæ klientce œwiadczenie us³ug w czasie gdy ma ju¿ zaplanowan¹ pracê w innym miejscu czy w œwietle   umowy klientka nie bêdzie mog³a rozwi¹zaæ umowy gdy znajdzie lepsz¹ ofertê,inne
2033,co oznacza przebywanie w gotowoœci o którym mowa w punkcie trzecim za³¹cznika nr  do pakietu nr  czy w œwietle tego postanowienia klientka bêdzie mog³a opuœciæ miejsce pracy gdy nie bêdzie mia³a pacjentów czy w œwietle za³¹cznika nr  klientka bêdzie obowi¹zana do uczestniczenia w operacji czy w œwietle za³¹cznika nr  klientka bêdzie obowi¹zana do uczestniczenia w transporcie medycznym jeœli udzielaj¹cy zamówienia bêdzie mia³ tak¹ potrzebê,inne
2034,czy córka nieprzytomnego pacjenta mo¿e ¿¹daæ udostêpnienia dokumentacji medycznej oraz wskazania przez klientkê informacji objêtych tajemnic¹ lekarsk¹,prawo medyczne
2035,czy klientka ma obowi¹zek dokonania wpisu do centralnego rejestru podmiotów akcyzowych dalej crpa w zwi¹zku z nowelizacj¹ ustawy o podatku akcyzowym,prawo podatkowe
2036,czy klientka mo¿e zawnioskowaæ o prze³o¿enie rozprawy,prawo cywilne
2037,czy wspólnota mieszkaniowa mo¿e w ramach obowi¹zuj¹cej umowy ¿¹daæ od firmy proeks przygotowania projektu elewacji zewnêtrznej wg nowych wytycznych które wchodz¹ w ¿ycie  wrzeœnia br bez dodatkowego wynagrodzenia dla wykonawcy projektu,prawo administracyjne
2038,czy lekarz postêpuje zgodnie z prawem je¿eli wypisuje receptê na lek z refundacj¹ na  dawek natomiast zdaniem pacjenta zapotrzebowanie na dany lek powinno byæ wypisane na  dawek czy ka¿dy pacjent ma obowi¹zek posiadania internetowego konta pacjenta,prawo medyczne
2039,czy klientce nale¿y siê odprawa czy klientce nale¿y siê ekwiwalent za niewykorzystany urlop,prawo pracy
2040,czy na klientce ci¹¿y obowi¹zek zg³oszenia do jakiegoœ organu informacji o zajœciuw ci¹¿ê przez siedemnastoletni¹ pacjentkê,prawo karne
2041,jak kszta³tuje siê odpowiedzialnoœæ karna i cywilna klienta w sytuacji pope³nienia przez niego b³êdu medycznego,prawo medyczne
2042,w jaki sposób klient powinien przechowywaæ dokumentacjê medyczn¹ po zakoñczeniu dzia³alnoœci podmiotu leczniczego,prawo medyczne
2043,jakich formalnoœci musi dope³niæ klientka aby nabyæ gospodarstwo rolne od swoich rodziców i dokonywaæ wszystkich czynnoœci z nim zwi¹zanych czy klientka jako dzier¿awca nieruchomoœci rolnej musi byæ wykszta³cona jako rolnik indywidualny,prawo administracyjne
2044,co powinien zrobiæ klient w celu wyegzekwowania zap³aty dodatku covidowego w przypadku w którym wezwanie do zap³aty okaza³o siê nieskuteczne,prawo medyczne
2045,w jaki sposób klientka mo¿e ¿¹daæ usuniêcia wpisów,prawo karne
2046,jakie s¹ prawa i obowi¹zki klientki w zwi¹zku z wezwaniem do stawiennictwa na przes³uchanie w charakterze podejrzanego,prawo karne
2047,czy klientka zatrudniona na podstawie umowy o pracê w przedsiêbiorstwie zaopatrzenia farmaceutycznego mo¿e mimo podpisania umowy o zakazie konkurencji rozpocz¹æ pracêw aptece na podstawie umowy zlecenie,prawo pracy
2048,czy klient powinien zg³osiæ podrobienie zaœwiadczenia przez pacjenta,prawo karne
2049,w jaki sposób klientka powinna odpowiedzieæ na ¿¹dania pacjenta,prawo medyczne
2050,czy osoba która nie jest farmaceut¹ mo¿e byæ wspólnikiem spó³ki jawnej prowadz¹cej aptekê czy zmiana w strukturze w³aœcicielskiej spó³ki poci¹ga za sob¹ koniecznoœæ uzyskania nowej koncesji,prawo farmaceutyczne
2051,czy klientka mo¿e wystawiæ receptê na nazwisko pacjenta w podwójnej dawce w tym jednej dla partnera pacjenta,prawo farmaceutyczne
2052,w nawi¹zaniu do sprawy o sygnaturze  klientka chce siê dowiedzieæ czy na przelewie za bilet lotniczy bêd¹cy dowodem w sprawie mo¿e widnieæ nazwisko innej osoby,prawo administracyjne
2053,czy wspólnota mieszkaniowa mo¿e podj¹æ decyzje o zarejestrowaniu cz³onka wspólnoty mieszkaniowej w krajowym rejestrze d³ugów z uwagi na okolicznoœæ zalegania przez tego cz³onka z op³atami z tytu³u zaliczek na nieruchomoœæ wspóln¹,prawo cywilne
2054,jakie przepisy prawa obliguj¹ by³ego zarz¹dcê do przekazania dokumentacji wspólnoty mieszkaniowej,prawo cywilne
2055,jeœli klient zap³aci karê umown¹ to ju¿ nie gro¿¹ mu inne konsekwencje prawne np odpowiedzialnoœæ karna,prawo medyczne
2056,czy pracodawca mo¿e rozpisaæ urlop wypoczynkowy z pominiêciem ustaleñ wynikaj¹cych z planu urlopów,prawo pracy
2057,czy spó³dzielnia mo¿e uchwalaæ tego typu regulaminy czy s¹ one wi¹¿¹ce dla cz³onków spó³dzielni je¿eli tak czy zapis o niedostêpnoœci miejsc parkingowych dla osób posiadaj¹cych gara¿e jest zgodny z prawem czy zapis i¿ miejsce parkingowe przys³ugujê wy³¹cznie mieszkañcom dysponuj¹cym samochodem jest zgodny z prawem czy kartê zawieraj¹c¹ schemat osiedla z zaznaczonymi miejscami postojowymi ujawniaj¹c¹ które miejsca postojowe posiadaj¹ mieszkañcy mo¿na umieœciæ w miejscu ogólnodostêpnym,prawo cywilne
2058,czy klient mo¿e samodzielnie podwy¿szyæ stawkê o wskaŸnik inflacji i wykazaæ now¹ stawkê na fakturze czy wymagany jest aneks do umowy,prawo medyczne
2059,ile wynosi³y odsetki kapita³owe na dzieñ zawarcia umowy po¿yczki przez klienta jakie okolicznoœci brane s¹ pod uwagê przy ocenie czy klient udzieli³ po¿yczki w ramach prowadzonej dzia³alnoœci gospodarczej czy fakt ¿e warunki umowy proponowa³ po¿yczkobiorca ma jakiœ wp³yw na karê czy jej wymiar czy przy ocenie czy klient prowadzi dzia³alnoœæ gospodarcz¹ ma znaczenie iloœæ udzielonych po¿yczek na jaki moment nale¿y dokonaæ oceny czy klient prowadzi dzia³alnoœæ gospodarcz¹ czy nie czy zaprzestanie udzielania po¿yczek stanowi okolicznoœæ ³agodz¹c¹ czy wobec faktu i¿ prowizja zosta³a potr¹cona z nale¿noœci g³ównej i klient nie wystosowywa³ ¿¹dania jej zap³aty stanowi okolicznoœæ wy³¹czaj¹c¹ pope³nienie czynu okreœlonego w art    kodeksu karnego,prawo karne
2060,jakie s¹ koszty wniesienia pozwu jeœli klient skorzysta z ubezpieczenia ochrony prawnej czy jeœli rozstrzygniêcie bêdzie niekorzystne dla klienta koszty bêd¹ pokrywanez ubezpieczenia ochrony prawnej do jakiej kwoty ubezpieczyciel bêdzie pokrywa³ koszty czy zespó³ adwokatów i radców prawnych z lex secure podtrzymuje swoje stanowisko,prawo cywilne
2061,czy zainteresowana oraz jej partner mog¹ dochodziæ odszkodowania za poniesione wskutek st³uczki szkody od kierowcy drugiego samochodu,prawo cywilne
2062,jak kszta³tuje siê odpowiedzialnoœæ klienta za ewentualny b³¹d medyczny czy klient powinien udostêpniæ polisê pacjentce,prawo medyczne
2063,czy pracodawca mo¿e odmówiæ klientce przebywaj¹cej na urlopie rodzicielskim powrotu do pracy na  etatu,prawo medyczne
2064,czy klientka mo¿e wnosiæ o skrócenie okresu obowi¹zywania zakazu prowadzenia pojazdów mechanicznych w ruchu l¹dowym,prawo karne
2065,czy klientka udzieli³a wyczerpuj¹cej odpowiedzi pacjentce drog¹ emailow¹ czy klientka jest zobowi¹zana udostêpniæ dokumentacjê medyczn¹ oraz dane pacjentki ubezpieczycielowi,prawo medyczne
2066,czy klientka ma obowi¹zek zwrócenia pieniêdzy rejestratorce,prawo karne
2067,czy klientka powinna negocjowaæ termin dokonania p³atnoœci ostatniej transzy ceny zakupywanej nieruchomoœci tak a¿eby by³ uzale¿niony od rzeczywistego zakoñczenia budowy klientka prosi o propozycjê stosownego zapisu umownego w takim przypadku czy wprowadzenie do umowy zapisu reguluj¹cego sytuacjê stron w przypadku nieuzyskania kredytu przez klientkê le¿y wy³¹cznie w gestii dobrej woli dewelopera czy klientka mo¿e skutecznie domagaæ siê jego dodania,inne
2068,w jaki sposób teœciowa mo¿e eksmitowaæ ziêcia,prawo cywilne
2069,czy klientka powinna zawrzeæ aneks do zawartej umowy aby obj¹æ jej zakresem obecnie przydzielone klientce dy¿ury w innej przychodni,inne
2070,czy klient bêdzie móg³ zostaæ zobowi¹zany do zap³aty kosztów szkolenia w jaki sposób klient móg³by unikn¹æ zap³aty,prawo pracy
2071,czy informacje z opinii  s¹ nadal aktualne,prawo farmaceutyczne
2072,czy przewidziany przepisami letni okres wyd³u¿a siê przy pracy na podstawie umowy zlecenie w niepe³nym wymiarze czasu czy farmaceuta mo¿e zaliczyæ sobie na poczet letniego okresu przepracowane ju¿ wczeœniej godziny,prawo farmaceutyczne
2073,czy w przypadku braku specjalisty na oddziale lekarz rezydent mo¿e nie opisaæ badania rtg wykonanego w zwi¹zku z wypadkiem drogowym lub udarem pacjenta czy lekarz specjalista który koñczy godzinny dy¿ur mo¿e opuœciæ miejsce pracy w przypadku braku osoby która przejmie oddzia³ czy lekarz rezydent ma obowi¹zek stawienia siê na dy¿ur przewidziany w grafiku je¿eli na oddziale w tym czasie nie bêdzie lekarza specjalisty,prawo medyczne
2074,czy klient mo¿e uchyliæ siê od stawiennictwa na æwiczeniach,prawo administracyjne
2075,czy pracownik apteki posiadaj¹cy specjalizacjê i stopnia ma tytu³ specjalisty,prawo farmaceutyczne
2076,czy ma³¿onka klienta bêdzie obowi¹zana do zap³aty podatku od spadków i darowizn,prawo cywilne
2077,jak przedstawia siê kwestia odpowiedzialnoœci zatrudnionej przez klientkê pielêgniarki,prawo medyczne
2078,czy klientka powinna otrzymaæ podwy¿kê,prawo medyczne
2079,kto powinien zarejestrowaæ siê w centralnym rejestrze podmiotów akcyzowych  klientka jako osoba prywatna czy spó³ka jawna,prawo podatkowe
2080,czy w tej sytuacji pacjentka ma prawo do reklamacji,prawo farmaceutyczne
2081,czy przepisy prawa przewiduj¹ ilu specjalistów neurologii musi zatrudniaæ szpital wykonuj¹cy œwiadczenia finansowane przez nfz na oddziale neurologicznym,prawo medyczne
2082,jakie wymagania musi spe³niaæ kierownik oddzia³u neurologicznego zgodnie z rozporz¹dzeniem ministra zdrowia w sprawie kwalifikacji wymaganych od pracowników na poszczególnych rodzajach stanowisk pracy w podmiotach leczniczych niebêd¹cych przedsiêbiorcami czy kandydat na stanowisko kierownika oddzia³u musi mieæ  letnie doœwiadczenie jako lekarz specjalista w myœl zapisów powy¿szego rozporz¹dzenia,prawo medyczne
2083,przez jak d³ugi okres klientka powinna przechowywaæ dyplomy ukoñczenia studiów wy¿szych przez pracowników apteki zatrudnionych na podstawie umowy zlecenia oraz umowy o pracê,prawo pracy
2084,w jaki sposób jednoczeœnie zachowaæ w tajemnicy dokumentacjê medyczn¹ pacjenta i wywi¹zaæ siê z obowi¹zku wzglêdem ubezpieczyciela udzielania mu informacji o szkodzie,prawo medyczne
2085,jakie kroki prawne mo¿e podj¹æ rodzina po zmar³ym w celu wyegzekwowania przeprowadzenia sekcji zw³ok  czy klientka musi przeprowadziæ sekcjê zw³ok w przypadku niemo¿liwoœci ustalenia przyczyn zgonu pacjenta,prawo karne
2086,czy powód mia³ prawo ponownie skierowaæ pozew o zap³atê czy klient mo¿e otrzymaæ zwrot kosztów poniesionych w elektronicznym postêpowaniu upominawczym czy klient mo¿e otrzymaæ zwrot kosztów zwi¹zanych z zastêpstwem procesowym,prawo cywilne
2087,w jaki sposób klientka mo¿e doprowadziæ do przed³u¿enia okresu specjalizacji w ten sposób ¿eby przez rok przebywaæ na urlopie bezp³atnym,prawo medyczne
2088,czy w przypadku gdyby klient zmar³ a jego ma³¿onka odziedziczy³a udzia³y w spó³ce z oo prowadz¹cej podmiot leczniczy to czy bêdzie ona mog³a prowadziæ dalej aptekê w którym momencie wojewódzka inspekcja sanitarna bêdzie mog³a odebraæ ma³¿once klientki zezwolenie na prowadzenie apteki w chwili œmierci klienta stwierdzenia nabycia spadku czy w innym momencie czy przy dziale spadku ma³¿onka klienta bêdzie mog³a przekazaæ udzia³y w aptece dzieciom klienta i jego ma³¿onki,prawo farmaceutyczne
2089,ile powinno wynosiæ wynagrodzenie klientki od dnia  lipca  r czy klientka powinna za¿¹daæ zawarcia umowy o pracê na czas okreœlony,prawo medyczne
2090,co powinien zrobiæ klient w celu wyegzekwowania zap³aty dodatku covidowego w przypadku w którym wezwanie do zap³aty okaza³o siê nieskuteczne,prawo medyczne
2091,czy klient powinien by³ dostarczyæ wymagane dokumenty do zak³adu pracy czy zak³ad pracy post¹pi³ w przedmiotowej sprawie zgodnie z prawem,prawo pracy
2092,czy istnieje mo¿liwoœæ zablokowania inwestycji,prawo administracyjne
2093,czy klientka mo¿e zostaæ zobowi¹zana przez pracodawcê do zawarcia umowy kontraktoweji do odbywania w ramach tej umowy nocnych dy¿urów w nocnej opiece zdrowotnej,prawo medyczne
2094,czy prawid³owym rozwi¹zaniem bêdzie rozwi¹zanie umowy o pracê na czas nieokreœlony i wnioskowanie o zawarcie umowy na czas okreœlony w celu dokoñczenia rezydentury,prawo medyczne
2095,czym ró¿ni siê telepraca od pracy zdalnej czy je¿eli praca zdalna jest praktykowana w firmie to mo¿na wyst¹piæ o œwiadczenie telepracy,prawo pracy
2096,jakie formalnoœci musi spe³niæ apteka przed dokonaniem zakupu alkoholu etylowego w celu sporz¹dzania leków recepturowych i dezynfekcji,prawo podatkowe
2097,jakie przepisy obowi¹zuj¹ obecnie w zakresie wa¿noœci badañ okresowych i kontrolnych,prawo pracy
2098,jakie wnioski p³yn¹ z analizy treœci umowy przes³anej przez klientkê,inne
2099,czy klient mo¿e odst¹piæ od umowy,prawo administracyjne
2100,czy pracodawca z³o¿y³ rozwi¹zanie umowy o pracê bez wypowiedzenia zgodnie z prawem,prawo pracy
2101,jakie kroki prawne mog¹ podj¹æ osoby które nie chc¹ w swoim s¹siedztwie dyskotekiklubu nocnego ze wzglêdu na g³oœn¹ i wulgarn¹ muzykê oraz zniszczenia powstaj¹ce przez uczestników zabawy,prawo cywilne
2102,czy s¹siad klientki mia³ prawo zamontowaæ kamery,prawo administracyjne
2103,czy i w jakich przypadkach pracodawca mo¿e nie udzieliæ pracownikowi urlopu uprzednio przewidzianego w planie urlopowym z jakim uprzedzeniem pracodawca powinien poinformowaæ pracownika o braku mo¿liwoœci udzielenia urlopu zgodnie z terminem przewidzianym w planie urlopowym w jaki sposób nale¿y rozdysponowaæ dni urlopu które nie zosta³y wykorzystane przez pracownika zgodnie z planem urlopów czy niewykorzystane dni urlopów zgodnie z planem urlopów pracownik mo¿e wykorzystaæ w póŸniejszym czasie w czêœciach,prawo pracy
2104,do jakiej instytucji nale¿a³oby zg³osiæ wadliw¹ i niebezpieczn¹ konstrukcjê placu zabaw,prawo administracyjne
2105,czy w przedstawionej sytuacji klientka jest bieg³ym i czy powinna sporz¹dziæ pisemn¹ opiniê,prawo karne
2106,czy wystawiaj¹c rachunek za lipiec klientka mo¿e wpisaæ kwotê  z³ w miejsce uprzednio otrzymywanego tzw dodatku zembalowego,prawo medyczne
2107,czy klient jako cz³onek wspólnoty mo¿e zostaæ zobowi¹zany do ponoszenia kosztów s¹dowych wprzedmiotowej sprawie czy z³o¿one przez klienta pe³nomocnictwo bez podania numeru ksiêgi wieczystej mieszkania jest wa¿ne,prawo cywilne
2108,czy w opisanej przez klienta sytuacji policja mo¿e prowadziæ postêpowanie w sprawie wykroczenia z art  kodeksu wykroczeñ jakie s¹ prawa i obowi¹zki obwinionego,prawo karne
2109,czy klientka mo¿e domagaæ siê zap³aty dodatku covidowego za miesi¹ce listopad i grudzieñ  r oraz styczeñ i kwiecieñ  r,prawo medyczne
2110,jak kszta³tuje siê odpowiedzialnoœæ klienta wzglêdem pacjentki co w przedstawionej sytuacji powinien zrobiæ klient,prawo medyczne
2111,czy klientka mo¿e odmówiæ wykonywania dy¿urów w godzinach popo³udniowych bez koniecznoœci ich odrabiania,prawo medyczne
2112,czy wymiana przez spó³dzielniê mieszkaniow¹ okien i drzwi w budynku wielomieszkaniowym wymaga zg³oszenia lub pozwolenia na budowê,prawo administracyjne
2113,czy umowa o pracê klientki rozwi¹¿e siê z dniem wydania zaœwiadczenia lekarskiego czy w sytuacji klientki obowi¹zuje okres wypowiedzenia umowy o pracê czy w tej sytuacji klientka powinna udaæ siê na urlop,prawo medyczne
2114,w jaki sposób klientka powinna uzasadniæ odmowê dalszego leczenia pacjenta w jaki sposób nale¿y powiadomiæ pacjenta czy klientka mo¿e obecnie podj¹æ kroki prawne je¿eli czuje siê zagro¿ona zachowaniem pacjenta,prawo karne
